"","name","Date","Status","Aperture priority","Battery","Body type","Built-in flash","Flash range","Digital zoom","Storage included","Effective pixels","Environmentally sealed","External flash","HDMI","Image stabilization","Live view","Aperture Min","Aperture Max","Aperture Range","Optical zoom","Orientation sensor","Screen dots","Screen size","Sensor photo detectors","Uncompressed format","Weight (inc. batteries)","USB","Continuous drive","Custom white balance","Focal length multiplier","Manual exposure mode","Subject / scene modes","GPS","Microphone","Viewfinder coverage","Number of focus points","Viewfinder magnification","Viewfinder resolution","Speaker","Boosted ISO (maximum)","Boosted ISO (minimum)","Battery Life (CIPA)","Wireless","Headphone port","Microphone port","width","height","length","volume","1:1","16:9","3:2","4:3","5:4","Total Resolution"
"1923","Fujifilm FinePix F30 Zoom","149","Discontinued","Yes","Battery Pack","Compact","Yes","3","Yes",10,NA,"No","No","No","No","Yes","2.8","5","2.2",3,"No",230000,2.5,6,"No","185","USB 1.0 (1.5 Mbit/sec)",2.2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,57,28,148428,"No","No","Yes","Yes","No",3306
"1924","Fujifilm FinePix F650 Zoom","149","Discontinued","Yes","Battery Pack","Compact","Yes","4.6","Yes",32,NA,"No","No","No","No","Yes","2.8","4.7","1.9",5,"No",230000,3,6,"No","200","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,61,31,198555,"No","No","Yes","Yes","No",2970
"1925","Fujifilm FinePix A400 Zoom","275","Discontinued","No","AA","Compact","Yes","3.1","Yes",12,NA,"No","No","No","No","Yes","3.3","5.5","2.2",3,"No",77000,1.8,4,"No","170","USB 2.0 (480 Mbit/sec)",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,60,28,156240,"No","No","Yes","Yes","No",1260
"1926","Fujifilm FinePix A500 Zoom","275","Discontinued","No","AA","Compact","Yes","3.1","Yes",12,NA,"No","No","No","No","Yes","3.3","5.5","2.2",3,"No",77000,1.8,5,"No","170","USB 1.0 (1.5 Mbit/sec)",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,60,28,156240,"No","No","Yes","Yes","No",2205
"1927","Fujifilm FinePix F470 Zoom","275","Discontinued","No","Battery Pack","Compact","Yes","4.6","Yes",16,NA,"No","No","No","No","Yes","2.8","4.9","2.1",3,"No",115000,2.5,6,"No","150","USB 2.0 (480 Mbit/sec)",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,58,20,106720,"No","No","Yes","Yes","No",2970
"1928","Fujifilm FinePix V10 Zoom","275","Discontinued","No","Battery Pack","Compact","Yes","4.4","Yes",16,NA,"No","No","No","No","Yes","2.8","5.5","2.7",3.6,"No",230000,3,5,"No","185","USB 2.0 (480 Mbit/sec)",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,64,23,122176,"No","No","Yes","Yes","No",2205
"1929","Fujifilm FinePix Z2","532","Discontinued","No","Battery Pack","Ultracompact","Yes","3","Yes",16,NA,"No","No","No","No","No","3.5","4.2","0.7",3,"No",232000,2.5,5,"No","170","USB 1.0 (1.5 Mbit/sec)",2.2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,55,19,94050,"No","No","Yes","Yes","No",2205
"1930","Fujifilm FinePix F11 Zoom","633","Discontinued","Yes","Battery Pack","Compact","Yes","3","Yes",16,NA,"No","No","No","No","Yes","2.8","5","2.2",3,"No",153000,2.5,6,"No","190","USB 1.0 (1.5 Mbit/sec)",2.2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,58,27,144072,"No","No","Yes","Yes","No",3306
"1931","Fujifilm FinePix E900 Zoom","350","Discontinued","Yes","AA","Compact","Yes","3.7","Yes",16,NA,"No","No","No","No","Yes","2.8","5.6","2.8",4,"No",115000,2,9,"RAW","260","USB 2.0 (480 Mbit/sec)",1.5,"No",NA,NA,NA,NA,"Mono",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,63,34,218484,"No","No","No","Yes","No",6396
"1932","FujiFilm FinePix S9000 Zoom (FinePix S9500)","350","Discontinued","Yes","AA","Compact","Yes","5.6","Yes",16,NA,"No","Yes","No","No","Yes","2.8","4.9","2.1",10.7,"No",118000,1.8,9,"RAW","745","USB 2.0 (480 Mbit/sec)",NA,"Yes",NA,NA,NA,NA,"Mono",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,93,129,1535616,"No","No","Yes","Yes","No",6396
"1933","FujiFilm FinePix S5200 Zoom (FinePix S5600)","350","Discontinued","Yes","AA","Compact","Yes","4","Yes",16,NA,"No","No","No","No","Yes","3.2","8","4.8",10,"No",115000,1.8,5,"RAW","470","USB 1.0 (1.5 Mbit/sec)",NA,"Yes",NA,NA,NA,NA,"Mono",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,85,112,1085280,"No","No","Yes","Yes","No",2205
"1934","Fujifilm FinePix A345 Zoom","217","Discontinued","No","AA","Compact","Yes","3.5","Yes",16,NA,"No","No","No","No","Yes","2.8","4.7","1.9",3,"No",115000,1.7,4,"No","192","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,60,30,162000,"No","No","No","Yes","No",1295
"1935","Fujifilm FinePix A350 Zoom","217","Discontinued","No","AA","Compact","Yes","3.5","Yes",16,NA,"No","No","No","No","Yes","2.8","4.7","1.9",3,"No",115000,1.7,5,"No","192","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,30,30,81000,"No","No","No","Yes","No",2205
"1936","Fujifilm FinePix Z1","217","Discontinued","No","Battery Pack","Ultracompact","Yes","3","Yes",16,NA,"No","No","No","No","No","3.5","4.2","0.7",3,"No",115000,2.5,5,"No","170","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,55,19,94050,"No","No","Yes","Yes","No",2205
"1937","Fujifilm FinePix F10 Zoom","217","Discontinued","No","Battery Pack","Compact","Yes","3","Yes",16,NA,"No","No","No","No","Yes","2.8","5","2.2",3,"No",115000,2.5,6,"No","190","USB 1.0 (1.5 Mbit/sec)",2.2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,58,27,144072,"No","No","Yes","Yes","No",3306
"1938","Fujifilm FinePix F455 Zoom","611","Discontinued","No","Battery Pack","Ultracompact","Yes","3.6","Yes",16,NA,"No","No","No","No","No","2.8","7.4","4.6",3.4,"No",154000,2,5,"No","180","USB 1.0 (1.5 Mbit/sec)",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,56,22,114576,"No","No","No","Yes","No",2205
"1939","Fujifilm FinePix E500 Zoom","349","Discontinued","Yes","AA","Compact","Yes","4","Yes",16,NA,"No","No","No","No","Yes","2.9","8","5.1",3.3,"No",154000,2,4,"No","226","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,61,33,203313,"No","No","No","Yes","No",1295
"1940","Fujifilm FinePix E510 Zoom","349","Discontinued","Yes","AA","Compact","Yes","4","Yes",16,NA,"No","No","No","No","Yes","2.9","8","5.1",3.3,"No",154000,2,5,"No","226","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,61,33,203313,"No","No","No","Yes","No",2205
"1941","Fujifilm FinePix E550 Zoom","349","Discontinued","Yes","AA","Compact","Yes","4","Yes",16,NA,"No","No","No","No","Yes","2.8","5.6","2.8",4,"No",154000,2,6,"RAW","260","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,"Mono",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,63,34,224910,"No","No","No","Yes","No",9486
"1942","Fujifilm FinePix F810 Zoom","349","Discontinued","Yes","Battery Pack","Compact","Yes","4","Yes",16,NA,"No","No","No","No","Yes","2.8","5.6","2.8",4,"No",173000,2.1,6,"RAW","250","USB 1.0 (1.5 Mbit/sec)",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,54,29,172260,"No","No","No","Yes","No",9486
"1943","Fujifilm FinePix S3500 Zoom","349","Discontinued","Yes","AA","Compact","Yes","3.5","Yes",16,NA,"No","No","No","No","Yes","2.8","3","0.2",6,"No",62000,1.5,4,"No","385","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,77,69,531300,"No","No","No","Yes","No",1088
"1944","FujiFilm FinePix S5100 Zoom (FinePix S5500)","349","Discontinued","Yes","AA","Compact","Yes","4.5","Yes",16,NA,"No","No","No","No","Yes","2.8","8","5.2",10,"No",115000,1.5,4,"RAW","387","USB 1.0 (1.5 Mbit/sec)",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,81,79,723087,"No","No","No","Yes","No",1088
"1945","Fujifilm FinePix F440 Zoom","377","Discontinued","No","Battery Pack","Ultracompact","Yes","3.6","Yes",16,NA,"No","No","No","No","No","2.8","7.4","4.6",3.4,"No",154000,2,4,"No","180","USB 1.0 (1.5 Mbit/sec)",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,62,21,97650,"No","No","No","Yes","No",1295
"1946","Fujifilm FinePix F450 Zoom","377","Discontinued","No","Battery Pack","Ultracompact","Yes","3.6","Yes",16,NA,"No","No","No","No","No","2.8","7.4","4.6",3.4,"No",154000,2,5,"No","180","USB 1.0 (1.5 Mbit/sec)",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,62,21,97650,"No","No","No","Yes","No",2205
"1947","Fujifilm FinePix A120","196","Discontinued","No","AA","Compact","Yes","3","Yes",16,NA,"No","No","No","No","Yes",NA,NA,NA,1,"No",62000,1.5,3,"No","170","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,51,42,218484,"No","No","No","Yes","No",500
"1948","Fujifilm FinePix F710","155","Discontinued","Yes","Battery Pack","Compact","Yes","3","Yes",16,NA,"No","No","No","No","Yes","2.8","5.6","2.8",4,"No",173000,2.1,6,"RAW","225","USB 1.0 (1.5 Mbit/sec)",5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,54,29,172260,"No","No","No","Yes","No",3136
"1949","Fujifilm FinePix A330","213","Discontinued","No","AA","Compact","Yes","3.5","Yes",16,NA,"No","No","No","No","Yes","2.8","4.8","2",3,"No",60000,1.5,3,"No","160","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,62,31,199888,"No","No","No","Yes","No",500
"1950","Fujifilm FinePix A340","213","Discontinued","No","AA","Compact","Yes","3.5","Yes",16,NA,"No","No","No","No","Yes","2.8","4.8","2",3,"No",60000,1.5,4,"No","160","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,62,31,199888,"No","No","No","Yes","No",1088
"1951","Fujifilm FinePix S20 Pro","213","Discontinued","Yes","AA","Compact","Yes","3","Yes",16,NA,"No","Yes","No","No","Yes","2.8","3.1","0.3",6,"No",118000,1.8,6,"RAW","597","USB 2.0 (480 Mbit/sec)",4.5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,82,97,962434,"No","No","No","Yes","No",3136
"1952","Fujifilm FinePix S3 Pro","213","Discontinued","Yes","Battery Pack","Large SLR","Yes","15","No",0,NA,"Yes","Yes","No","No","No",NA,NA,NA,NA,"Yes",235000,2,12,"RAW","930","USB 2.0 (480 Mbit/sec)",NA,"Yes",1.5,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,135,80,1598400,"No","No","Yes","No","No",9494
"1953","Fujifilm FinePix F610","523","Discontinued","Yes","Battery Pack","Compact","Yes","2.6","Yes",16,NA,"No","No","No","No","Yes","2.8","4.9","2.1",3,"No",134000,1.8,6,"No","205","USB 1.0 (1.5 Mbit/sec)",3.3,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,93,31,207576,"No","No","No","Yes","No",9486
"1954","Fujifilm FinePix F420 Zoom","546","Discontinued","No","Battery Pack","Ultracompact","Yes","3.5","Yes",16,NA,"No","No","No","No","No","2.8","4.8","2",3,"No",134000,1.8,3,"No","180","USB 1.0 (1.5 Mbit/sec)",4,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,69,26,138138,"No","No","No","Yes","No",3025
"1955","Fujifilm FinePix S3000 Z","85","Discontinued","No","AA","Compact","Yes","3.5","Yes",16,NA,"No","No","No","No","Yes","2.8","4.8","2",6,"No",62000,1.8,3,"No","400","USB 1.0 (1.5 Mbit/sec)",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,77,69,531300,"No","No","No","Yes","No",672
"1956","FujiFilm FinePix A205 Zoom (FinePix A205s)","351","Discontinued","No","AA","Compact","Yes","4.5","Yes",16,NA,"No","No","No","No","Yes","3","7","4",3,"No",60000,1.5,2,"No","225","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,65,53,341055,"No","No","No","Yes","No",88
"1957","Fujifilm FinePix S7000 Zoom","351","Discontinued","Yes","AA","Compact","Yes","3","Yes",16,NA,"No","Yes","No","No","Yes","2.8","3.1","0.3",6,"No",118000,1.8,6,"RAW","590","USB 2.0 (480 Mbit/sec)",3.3,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,82,97,962434,"No","No","No","Yes","No",9486
"1958","Fujifilm FinePix S5000 Zoom","351","Discontinued","Yes","AA","Compact","Yes","6","Yes",16,NA,"No","No","No","No","Yes","2.8","8","5.2",10,"No",114000,1.5,3,"RAW","430","USB 1.0 (1.5 Mbit/sec)",5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,81,79,723087,"No","No","No","Yes","No",3025
"1959","Fujifilm FinePix A210 Zoom","492","Discontinued","No","AA","Compact","Yes","3.5","Yes",16,NA,"No","No","No","No","Yes","3","7","4",3,"No",60000,1.5,3,"No","225","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,65,53,341055,"No","No","No","Yes","No",672
"1960","Fujifilm FinePix A310 Zoom","426","Discontinued","No","AA","Ultracompact","Yes","5","Yes",16,NA,"No","No","No","No","No","2.8","4.8","2",3,"No",60000,1.5,3,"No","190","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,64,33,204864,"No","No","No","Yes","No",3025
"1961","Fujifilm FinePix F410 Zoom","163","Discontinued","No","Battery Pack","Ultracompact","Yes","3.5","Yes",16,NA,"No","No","No","No","No","2.8","4.8","2",3,"No",118000,1.5,3,"No","205","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,69,28,164220,"No","No","No","Yes","No",3025
"1962","Fujifilm FinePix F700","163","Discontinued","Yes","Battery Pack","Compact","Yes","5","Yes",16,NA,"No","No","No","No","Yes","2.8","4.9","2.1",3,"No",134000,1.8,6,"RAW","205","USB 1.0 (1.5 Mbit/sec)",5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,54,28,163296,"No","No","No","Yes","No",3136
"1963","Fujifilm FinePix S602Z Pro","518","Discontinued","Yes","AA","Compact","Yes","3","Yes",340,NA,"No","Yes","No","No","Yes","2.8","3.1","0.3",6,"No",110000,1.8,3,"TIFF","590","USB 1.0 (1.5 Mbit/sec)",5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,82,97,962434,"No","No","No","Yes","No",3136
"1964","Fujifilm FinePix M603","623","Discontinued","No","Battery Pack","Compact","Yes","3","Yes",16,NA,"No","No","No","No","Yes","3.2","11","7.8",2,"No",118000,2.5,3,"No","280","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,93,32,193440,"No","No","No","Yes","No",3136
"1965","Fujifilm FinePix F402","603","Discontinued","No","Battery Pack","Ultracompact","Yes","3.5","Yes",16,NA,"No","No","No","No","No",NA,NA,NA,1,"No",118000,1.5,2,"No","145","USB 1.0 (1.5 Mbit/sec)",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,69,22,116886,"No","No","No","Yes","No",1295
"1966","FujiFilm FinePix A200 (FinePix A202)","34","Discontinued","No","AA","Compact","Yes",NA,"Yes",16,NA,"No","No","No","No","Yes","4.6","9.5","4.9",1,"No",55000,1.5,2,"No","180","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,65,41,263835,"No","No","No","Yes","No",88
"1967","FujiFilm FinePix 2650 (FinePix A204)","34","Discontinued","No","AA","Compact","Yes",NA,"Yes",16,NA,"No","No","No","No","Yes",NA,NA,NA,3,"No",55000,1.5,2,"No","235","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,65,52,338000,"No","No","No","Yes","No",88
"1968","Fujifilm FinePix A203","34","Discontinued","No","AA","Compact","Yes",NA,"Yes",16,NA,"No","No","No","No","Yes","2.8","7","4.2",3,"No",60000,1.5,2,"No","180","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,65,36,226980,"No","No","No","Yes","No",88
"1969","Fujifilm FinePix A303","34","Discontinued","No","AA","Compact","Yes",NA,"Yes",16,NA,"No","No","No","No","Yes","2.8","7","4.2",3,"No",60000,1.5,3,"No","180","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,65,36,226980,"No","No","No","Yes","No",672
"1970","FujiFilm FinePix 3800 (FinePix S304)","34","Discontinued","Yes","AA","Compact","Yes",NA,"Yes",16,NA,"No","No","No","No","Yes","2.8","8.2","5.4",6,"No",62000,1.8,3,"No","400","USB 1.0 (1.5 Mbit/sec)",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,77,69,531300,"No","No","No","Yes","No",672
"1971","Fujifilm FinePix F401 Zoom","497","Discontinued","No","Battery Pack","Ultracompact","Yes","3.5","Yes",16,NA,"No","No","No","No","No","2.8","4.9","2.1",3,"No",110000,1.5,2,"No","200","USB 1.0 (1.5 Mbit/sec)",4,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,69,28,164220,"No","No","No","Yes","No",1295
"1972","Fujifilm FinePix F601 Zoom","264","Discontinued","Yes","Battery Pack","Compact","Yes","3","Yes",16,NA,"No","No","No","No","Yes","2.8","4.5","1.7",3,"No",110000,1.5,NA,"No","280","USB 1.0 (1.5 Mbit/sec)",5,"No",NA,NA,NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,93,34,227664,"No","No","No","Yes","No",3136
"1973","Fujifilm FinePix S602 Zoom","264","Discontinued","Yes","AA","Compact","Yes","3","Yes",16,NA,"No","Yes","No","No","Yes","2.8","3.1","0.3",6,"No",110000,1.8,3,"TIFF","590","USB 1.0 (1.5 Mbit/sec)",5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,82,97,962434,"No","No","No","Yes","No",3136
"1974","Fujifilm FinePix S2 Pro","264","Discontinued","Yes","Battery Pack","Large SLR","Yes","15","No",0,NA,"Yes","Yes","No","No","No",NA,NA,NA,NA,"No",117000,1.8,7,NA,"850","USB 1.0 (1.5 Mbit/sec)",2,"Yes",1.5,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,131,80,1488160,"No","No","Yes","No","No",9494
"1975","Fujifilm Finepix 30i","552","Discontinued","No","AA","Ultracompact","Yes","3","Yes",16,NA,"No","No","No","No","No","4.8","11","6.2",1,"No",72000,1.8,2,"No","200","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,73,30,186150,"No","No","No","Yes","No",88
"1976","Fujifilm FinePix 2800 Zoom","569","Discontinued","No","AA","Compact","Yes","3.5","Yes",16,NA,"No","No","No","No","Yes","2.8","4.8","2",6,"No",62000,1.8,2,"No","360","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,77,71,519365,"No","No","No","Yes","No",88
"1977","Fujifilm FinePix A101","73","Discontinued","No","AA","Compact","Yes","3","Yes",8,NA,"No","No","No","No","Yes",NA,NA,NA,1,"No",NA,1.6,1,"No","190","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,65,41,263835,"No","No","No","Yes","No",620
"1978","Fujifilm FinePix A201","73","Discontinued","No","AA","Compact","Yes","3","Yes",16,NA,"No","No","No","No","Yes",NA,NA,NA,1,"No",NA,1.6,2,"No","190","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,65,41,263835,"No","No","No","Yes","No",88
"1979","Fujifilm FinePix 2600 Zoom","73","Discontinued","No","AA","Compact","Yes","3","Yes",16,NA,"No","No","No","No","Yes",NA,NA,NA,3,"No",NA,1.8,2,"No","260","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,66,53,346302,"No","No","No","Yes","No",88
"1980","Fujifilm FinePix 50i","495","Discontinued","No","AA","Ultracompact","Yes","2.5","Yes",64,NA,"No","No","No","No","No","2.8","9.8","7",1,"No",110000,1.8,2,"No","200","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,71,24,146544,"No","No","No","Yes","No",1560
"1981","Fujifilm FinePix 6900 Zoom","441","Discontinued","Yes","Battery Pack","Compact","Yes","3","Yes",16,NA,"No","Yes","No","No","Yes","2.8","3.1","0.3",6,"No",130000,2,3,"TIFF","450","USB 1.0 (1.5 Mbit/sec)",5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,79,94,816860,"No","No","No","Yes","No",3136
"1982","Fujifilm FinePix 2300","132","Discontinued","No","AA","Compact","Yes","2.5","Yes",8,NA,"No","No","No","No","Yes","4.5","11","6.5",1,"No",NA,1.6,2,"No","240","USB 1.0 (1.5 Mbit/sec)",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,77,39,330330,"No","No","No","Yes","No",88
"1983","Fujifilm FinePix 4800 Zoom","132","Discontinued","No","Battery Pack","Compact","Yes","3","Yes",16,NA,"No","No","No","No","Yes","2.8","4.5","1.7",3,"No",130000,2,2,"No","280","USB 1.0 (1.5 Mbit/sec)",5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,98,36,282240,"No","No","No","Yes","No",1560
"1984","Fujifilm FinePix 6800 Zoom","132","Discontinued","No","Battery Pack","Compact","Yes","3","Yes",16,NA,"No","No","No","No","Yes","2.8","4.5","1.7",3,"No",130000,2,3,"No","280","USB 1.0 (1.5 Mbit/sec)",5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,98,36,282240,"No","No","No","Yes","No",3136
"1985","Fujifilm FinePix 1300","638","Discontinued","No","AA","Compact","Yes","2.5","Yes",8,NA,"No","No","No","No","Yes","4.5","11","6.5",1,"No",NA,1.6,1,"No","240","USB 1.0 (1.5 Mbit/sec)",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,77,39,330330,"No","No","No","Yes","No",620
"1986","Fujifilm FinePix 2400 Zoom","638","Discontinued","No","AA","Compact","Yes","3","Yes",8,NA,"No","No","No","No","Yes","3.5","8.7","5.2",3,"No",NA,1.6,2,"No","290","USB 1.0 (1.5 Mbit/sec)",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,65,39,316875,"No","No","No","Yes","No",88
"1987","Fujifilm FinePix 4900 Zoom","33","Discontinued","Yes","Battery Pack","Compact","Yes","3","Yes",16,NA,"No","Yes","No","No","Yes","2.8","3.1","0.3",6,"No",130000,2,2,"TIFF","450","USB 1.0 (1.5 Mbit/sec)",1,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,79,94,816860,"No","No","No","Yes","No",1560
"1988","Fujifilm FinePix 40i","378","Discontinued","No","AA","Ultracompact","Yes","2.5","Yes",64,NA,"No","No","No","No","No","2.8","9.8","7",1,"No",110000,1.8,2,"No","200","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,71,29,177074,"No","No","No","Yes","No",1560
"1989","FujiFilm MX-1400 (FinePix 1400 Zoom)","740","Discontinued","No","AA","Compact","Yes",NA,"Yes",4,NA,"No","No","No","No","Yes","3.5","9.5","6",3,"No",NA,1.6,1,"No","390","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,125,38,351500,"No","No","No","Yes","No",620
